question,answer
Ngày Lao Động (Labor Day) được tổ chức vào ngày nào?,Ngày thứ Hai đầu tiên của tháng Chín.
Ngày Lễ Tạ Ơn (Thanksgiving Day) và Ngày Sau Lễ Tạ Ơn được tổ chức khi nào?,Ngày thứ Năm thứ tư của tháng Mười Một và ngày Thứ Sáu kế tiếp.
"Nếu ngày lễ rơi vào thứ Bảy, thì sẽ được nghỉ bù vào ngày nào?","Nếu ngày lễ rơi vào thứ Bảy, sẽ được nghỉ bù vào thứ Sáu trước đó."
"Nếu ngày lễ rơi vào Chủ Nhật, thì sẽ được nghỉ bù vào ngày nào?","Nếu ngày lễ rơi vào Chủ Nhật, sẽ được nghỉ bù vào thứ Hai tiếp theo."
Công ty Clef cung cấp bao nhiêu tuần nghỉ phép có lương cho nhân viên mới làm cha mẹ?,Công ty Clef cung cấp 12 tuần nghỉ phép có lương cho tất cả nhân viên toàn thời gian sau khi sinh hoặc nhận con nuôi.
Nhân viên có thể nghỉ phép này trong bao lâu sau khi sinh hoặc nhận con nuôi?,Nhân viên nên nghỉ phép này trong vòng một năm sau khi sinh hoặc nhận con nuôi.
Nhân viên cần thông báo trước bao lâu khi nghỉ sinh?,"Nhân viên nên thông báo trước cho đội ngũ càng sớm càng tốt khi dự định nghỉ sinh, nhưng không có quy định cụ thể về thời gian thông báo."
Tại sao việc thông báo sớm về việc nghỉ sinh quan trọng?,Việc thông báo sớm giúp đội ngũ có thể chuẩn bị và xử lý việc vắng mặt một cách dễ dàng hơn.
Nghỉ phép có lương có được tính thêm ngày nghỉ phép hay không?,"Không, bất kỳ loại nghỉ phép có lương nào, bao gồm nghỉ phép dành cho cha mẹ mới, đều không tích lũy thêm ngày nghỉ phép, ngày ốm, hoặc thời gian hướng tới kỳ nghỉ dài hạn."
"Nếu tôi đã làm việc tại Clef được 4 năm, tôi cần làm việc thêm bao lâu nữa để được hưởng kỳ nghỉ dài hạn?",Bạn cần làm việc thêm 1 năm nữa để được hưởng kỳ nghỉ dài hạn.
"Nếu tôi nghỉ phép dành cho cha mẹ mới trong 12 tuần, thời gian này có ảnh hưởng đến thời gian chờ để được hưởng kỳ nghỉ dài hạn không?","Không, thời gian nghỉ phép dành cho cha mẹ mới không ảnh hưởng đến thời gian chờ. Bạn vẫn cần làm việc thêm 1 năm đầy đủ sau khi trở lại để được hưởng kỳ nghỉ dài hạn."
"Trong trường hợp nhân viên nghỉ vì mang thai hoặc sinh con tại California, họ sẽ nhận được hỗ trợ tài chính từ những chương trình nào?",Nhân viên sẽ nhận được hỗ trợ tài chính từ chương trình Bảo hiểm Khả năng Làm việc của Bang và Chương trình Nghỉ phép Gia đình Có lương.
"Khi nhân viên sử dụng các chương trình hỗ trợ tài chính do bang cung cấp, Clef sẽ xử lý như thế nào để duy trì mức lương của nhân viên?",Clef sẽ bù đắp phần thiếu hụt để duy trì mức lương của nhân viên thay vì trả toàn bộ lương trên cơ sở các khoản hỗ trợ từ chương trình.
Nhân viên mang thai có quyền nghỉ bao lâu?,Nhân viên mang thai có quyền nghỉ lên đến 4 tháng hoặc số ngày tương đương mà họ thường làm việc trong khoảng thời gian 4 tháng.
Nhân viên có thể nghỉ không liên tục hoặc giảm giờ làm việc không?,"Có, nhân viên có thể nghỉ không liên tục hoặc giảm giờ làm việc."
Nhân viên cần thông báo cho ai khi muốn nghỉ thai sản?,Nhân viên cần thông báo cho người sáng lập mà họ báo cáo trực tiếp.
Nhân viên cần báo cáo cho ai khi muốn nghỉ vì mất người thân?,Nhân viên cần báo cáo cho người sáng lập mà họ trực tiếp làm việc.
Những người thân nào được tính trong chế độ nghỉ phép tang?,"Chế độ nghỉ phép tang áp dụng cho vợ/chồng, bạn đời, người sống chung, con, con riêng, cháu, cha/mẹ, cha/mẹ kế, mẹ chồng, bố chồng, con rể, con dâu, ông bà nội/ngoại, cụ nội/ngoại, hoặc anh/em ruột."
Nhân viên được nghỉ phép tang bao nhiêu ngày?,Nhân viên được nghỉ phép tang tối đa 3 ngày liên tục.
Nhân viên được nghỉ bao nhiêu ngày lương khi tham gia làm bồi thẩm đoàn hoặc làm chứng?,Nhân viên được nghỉ tối đa 3 ngày lương.
"Khi làm bồi thẩm đoàn hoặc làm chứng trong thời gian ít hơn 4 giờ mỗi ngày, nhân viên cần làm gì?",Nhân viên cần báo cáo với người sáng lập mà họ trực thuộc và có thể được yêu cầu làm việc từ xa.
Nhân viên cần cung cấp những giấy tờ gì khi nhận nhiệm vụ làm bồi thẩm đoàn hoặc làm chứng?,Nhân viên cần cung cấp bản sao giấy triệu tập làm bồi thẩm đoàn hoặc làm chứng và tất cả các tài liệu liên quan cho người sáng lập mà họ trực thuộc càng sớm càng tốt.
Công ty có cho phép nghỉ phép vì những lý do khác không?,Công ty Clef sẽ cho phép nghỉ phép vì những lý do khác theo yêu cầu của pháp luật.
Nhân viên có được hưởng lương khi nghỉ phép vì những lý do khác không?,"Trừ khi pháp luật yêu cầu khác đi, nhân viên sẽ không được hưởng lương trong thời gian nghỉ phép vì những lý do khác."
Tại sao Clef coi trọng việc giới thiệu ứng viên từ nhân viên hiện tại?,"Clef coi trọng việc giới thiệu ứng viên từ nhân viên hiện tại vì nhân viên hiểu rõ nhu cầu của Clef và môi trường làm việc, đồng thời họ biết nhiều hơn về ứng viên so với những gì có thể học được trong quá trình phỏng vấn."
Nhân viên Clef có thể biết được những gì về ứng viên mà công ty không thể biết qua phỏng vấn?,"Nhân viên Clef có thể biết nhiều hơn về ứng viên thông qua mối quan hệ cá nhân, điều mà công ty không thể biết hết trong quá trình phỏng vấn."
Những vị trí nào đang cần tuyển dụng sẽ được đăng ở đâu?,Những vị trí đang cần tuyển dụng sẽ được đăng trên getclef.com/about và trong kênh #hiring.
Khi nào công ty tổ chức bữa trưa để thảo luận về các vị trí đang tuyển dụng?,Công ty tổ chức bữa trưa với thức ăn vào thứ Ba thứ hai của mỗi tháng để thảo luận về các vị trí đang tuyển dụng.
Tại sao mọi người cần biết cách bắt đầu quy trình tuyển dụng?,Mọi người cần biết cách bắt đầu quy trình tuyển dụng để có thể giới thiệu ứng viên phù hợp cho các vị trí đang mở.
Nhân viên sẽ làm gì khi tìm thấy ứng viên tiềm năng qua mạng lưới trực tuyến?,Nhân viên sẽ thực hiện liên hệ ban đầu với những kết nối thú vị.
Mục đích của việc liên hệ ban đầu với ứng viên tiềm năng là gì?,Mục đích là để tạo không gian tốt để thảo luận về cách bắt đầu quá trình tuyển dụng.
Mức thưởng giới thiệu nhân viên mới là bao nhiêu?,Mức thưởng giới thiệu nhân viên mới là 5.000 đô la.
Những ai được hưởng thưởng giới thiệu nhân viên mới?,"Tất cả nhân viên, trừ các nhà sáng lập, đều được hưởng thưởng giới thiệu nhân viên mới."
Thời hạn để tuyển dụng nhân viên được giới thiệu là bao lâu kể từ ngày giới thiệu đầu tiên?,Thời hạn để tuyển dụng nhân viên được giới thiệu là 180 ngày (sáu tháng) kể từ ngày giới thiệu đầu tiên.
Nhân viên nào sẽ nhận được thưởng khi giới thiệu ứng viên?,Chỉ nhân viên đầu tiên giới thiệu ứng viên mới có thể nhận được thưởng.
Người giới thiệu cần làm gì sau khi giới thiệu ứng viên?,"Người giới thiệu cần gửi thông tin ứng viên cho Brennen, giới thiệu với ứng viên và tham gia trong quá trình tuyển dụng và phỏng vấn."
Khi nào người giới thiệu sẽ nhận được tiền thưởng?,Người giới thiệu sẽ được trả thưởng trong vòng 90 ngày kể từ ngày đầu tiên của ứng viên được tuyển dụng.
Nhân viên được nghỉ phép sab-ba-tíc sau bao lâu làm việc tại Clef?,Sau mỗi 5 năm làm việc tại Clef.
Nhân viên có thể làm gì trong thời gian sab-ba-tíc?,"Nhân viên nên làm những dự án đam mê, như nghiên cứu một chủ đề quan tâm, làm việc cho Dịch vụ Kỹ thuật Số Hoa Kỳ, giúp đỡ tổ chức phi lợi nhuận, hoặc bất kỳ hoạt động khác mà họ thấy thú vị và hứng khởi."
Sứ mệnh của kỳ nghỉ sab-ba-ti-cơ là gì?,"Kỳ nghỉ sab-ba-ti-cơ nhằm giúp nhân viên khám phá và học hỏi về một lĩnh vực quan tâm khác, đồng thời góp phần thúc đẩy giá trị cốt lõi về sự cải tiến của công ty."
Nhân viên cần làm gì khi trở lại văn phòng sau kỳ nghỉ sab-ba-ti-cơ?,Nhân viên cần chuẩn bị và trình bày một bài thuyết trình về kỳ nghỉ sab-ba-ti-cơ của mình cho đội ngũ khi trở lại văn phòng.
Kỳ nghỉ sab-ba-ti-cơ có thể giúp gì cho nhân viên?,"Kỳ nghỉ sab-ba-ti-cơ có thể giúp nhân viên tránh tình trạng kiệt sức do làm việc quá lâu trên một lĩnh vực và đồng thời khám phá, học hỏi về lĩnh vực mới."
Nhân viên cần phải thông báo với đội nhóm về việc nghỉ sab-ba-ti-cơ của mình như thế nào?,Nhân viên cần thông báo với đội nhóm rằng họ sẽ nghỉ sab-ba-ti-cơ ít nhất 4 tuần trước khi bắt đầu.
Nhân viên có thể nghỉ bao nhiêu tuần phép lương trong năm trước khi nghỉ sab-ba-ti-cơ?,Nhân viên cần đã nghỉ ít hơn 12 tuần phép lương trong năm trước khi nghỉ sab-ba-ti-cơ.
Công ty kỳ vọng gì về việc nhân viên trở lại làm việc sau khi nghỉ sab-ba-ti-cơ?,"Công ty kỳ vọng nhân viên sẽ trở lại làm việc tại Clef sau khi nghỉ sab-ba-ti-cơ, không sử dụng nó như một cách ra đi nhẹ nhàng khỏi công ty."
"Khi tôi nghỉ phép có lương, tôi có được tích lũy thêm ngày nghỉ phép hay không?","Không, thời gian nghỉ phép có lương không được tính để tích lũy thêm ngày nghỉ phép, bao gồm cả ngày nghỉ phép năm, ngày ốm, hoặc thời gian hướng tới kỳ nghỉ dài hạn."
"Nếu tôi đã tích lũy được 3 ngày ốm trước khi đi nghỉ dài hạn 12 tuần, tôi sẽ còn bao nhiêu ngày ốm khi quay trở lại làm việc?",Bạn vẫn sẽ có 3 ngày ốm khi quay trở lại làm việc.
Công ty Clef cung cấp bao nhiêu ngày nghỉ phép có lương mỗi năm?,Công ty Clef cung cấp 3 tuần (15 ngày) nghỉ phép có lương mỗi năm.
Tần suất tích lũy ngày nghỉ phép là bao nhiêu?,Ngày nghỉ phép tích lũy 1.25 ngày mỗi tháng làm việc.
Nhân viên cần thông báo nghỉ phép như thế nào?,"Nhân viên nên lên lịch nghỉ, thông báo cho đội ngũ và thêm vào lịch làm việc chung ít nhất một tuần trước khi nghỉ."
Nhân viên được tích lũy bao nhiêu giờ nghỉ ốm cho mỗi 30 giờ làm việc?,Nhân viên được tích lũy 1 giờ nghỉ ốm cho mỗi 30 giờ làm việc.
Nhân viên cần báo cáo nghỉ phép và nghỉ ốm cho ai?,Nhân viên cần báo cáo nghỉ phép và nghỉ ốm cho người sáng lập mà họ báo cáo trực tiếp.
Nhân viên mắc bệnh mãn tính hoặc bệnh hiểm nghèo nên làm gì để được hỗ trợ?,"Nhân viên mắc bệnh mãn tính hoặc bệnh hiểm nghèo nên nói chuyện với người sáng lập mà họ báo cáo trực tiếp về nhu cầu làm việc từ xa, thời gian linh hoạt, nghỉ dưỡng do bệnh tật và/hoặc các hỗ trợ khác."
Tại sao tôi có thể chấm dứt hợp đồng làm việc bất cứ lúc nào?,"Bởi vì hợp đồng làm việc của bạn tại Clef là theo nguyên tắc tự nguyện, cho phép bạn chấm dứt hợp đồng bất cứ lúc nào, với hoặc không cần lý do."
Ai có quyền thay đổi tình trạng làm việc tự nguyện của tôi?,Chỉ có Giám đốc điều hành (CEO) mới có quyền thay đổi tình trạng làm việc tự nguyện của bạn.
Có ai khác trong công ty có thể cam kết về thời gian làm việc cụ thể với tôi không?,"Không, chỉ có Giám đốc điều hành (CEO) mới có quyền cam kết về thời gian làm việc cụ thể, và phải bằng văn bản."
